Crop,Symptoms,Disease,Severity
Potato,"Black lesions, Water-soaked patches, Wilting stems",Late Blight,Medium
Rice,"Brown spots on leaves, Yellow leaves",Brown Spot,Critical
Cotton,"Wilting stems, Yellow leaves, Stunted growth",Wilt,Medium
Cotton,"Wilting stems, Yellow leaves, Stunted growth, Rusty orange pustules",Wilt,Medium
Soybean,"Wilting stems, Stunted growth, Fruit discoloration",Root Rot,High
Potato,"Stunted growth, Black lesions",Black Scurf,Medium
Tomato,Brown spots on leaves,Early Blight,Medium
Grapes,"Premature fruit drop, White powder on leaves",Downy Mildew,Low
Groundnut,"Rusty orange pustules, Premature fruit drop",Rust,Medium
Groundnut,Brown spots on leaves,Leaf Spot,Critical
Banana,Wilting stems,Panama Disease,Low
Banana,Root rot,Panama Disease,Medium
Rice,"Yellow leaves, Water-soaked patches, Rusty orange pustules",Bacterial Blight,Medium
Cotton,"Premature fruit drop, Water-soaked patches",Bacterial Blight,Medium
Potato,Wilting stems,Late Blight,Low
Soybean,"Yellow leaves, Premature fruit drop, Rusty orange pustules",Rust,Low
Sugarcane,Brown spots on leaves,Rust,High
Potato,"Brown spots on leaves, Yellow leaves",Early Blight,High
Grapes,"Stunted growth, White powder on leaves",Powdery Mildew,Low
Rice,"Brown spots on leaves, Stunted growth, Black lesions",Blast,Low
Maize,"Yellow leaves, Wilting stems, Black lesions",Leaf Blight,Critical
Mango,"Premature fruit drop, Black lesions, Fruit discoloration",Anthracnose,High
Groundnut,"Brown spots on leaves, Yellow leaves",Leaf Spot,Medium
Potato,Brown spots on leaves,Early Blight,Critical
Grapes,"White powder on leaves, Black lesions",Downy Mildew,Medium
Mango,White powder on leaves,Powdery Mildew,Low
Maize,"Rusty orange pustules, Brown spots on leaves",Common Rust,Medium
Mango,Premature fruit drop,Anthracnose,Low
Grapes,"White powder on leaves, Brown spots on leaves",Powdery Mildew,Low
Maize,"Rusty orange pustules, Fruit discoloration",Common Rust,Critical
Groundnut,"Rusty orange pustules, Premature fruit drop",Rust,Critical
Grapes,Yellow leaves,Downy Mildew,High
Tomato,"Water-soaked patches, Black lesions, White powder on leaves",Late Blight,High
Cotton,"Water-soaked patches, Premature fruit drop, Black lesions",Bacterial Blight,Medium
Tomato,"Black lesions, Fruit discoloration",Late Blight,Low
Rice,Brown spots on leaves,Brown Spot,Critical
Maize,"Brown spots on leaves, Rusty orange pustules",Common Rust,Critical
Groundnut,"Brown spots on leaves, Premature fruit drop",Leaf Spot,Critical
Sugarcane,"Rusty orange pustules, Water-soaked patches",Rust,Critical
Cotton,"Stunted growth, White powder on leaves",Wilt,High
Rice,"Wilting stems, Water-soaked patches, Yellow leaves",Bacterial Blight,High
Mango,White powder on leaves,Powdery Mildew,Medium
Sugarcane,Brown spots on leaves,Rust,Critical
Soybean,Wilting stems,Root Rot,Low
Soybean,"Yellow leaves, Rusty orange pustules, Premature fruit drop",Rust,Critical
Mango,"Black lesions, Fruit discoloration",Anthracnose,Critical
Maize,"Black lesions, Wilting stems",Leaf Blight,Low
Grapes,White powder on leaves,Powdery Mildew,Medium
Sugarcane,"Rusty orange pustules, Brown spots on leaves, Wilting stems",Rust,Low
Mango,White powder on leaves,Powdery Mildew,High
Cotton,Yellow leaves,Wilt,High
Grapes,"Stunted growth, White powder on leaves, Fruit discoloration",Powdery Mildew,Medium
Wheat,"Yellow leaves, Water-soaked patches",Powdery Mildew,Critical
Maize,"Black lesions, Yellow leaves, Premature fruit drop",Leaf Blight,High
Soybean,"Rusty orange pustules, Yellow leaves",Rust,High
Potato,Wilting stems,Late Blight,High
Cotton,Yellow leaves,Wilt,Medium
Rice,Black lesions,Blast,High
Groundnut,"Premature fruit drop, Brown spots on leaves, Yellow leaves, Fruit discoloration",Leaf Spot,Medium
Grapes,"White powder on leaves, Yellow leaves",Downy Mildew,Medium
Maize,"Black lesions, Yellow leaves",Leaf Blight,High
Grapes,"Yellow leaves, Premature fruit drop",Downy Mildew,Medium
Maize,"Wilting stems, Black lesions, Yellow leaves, Premature fruit drop",Leaf Blight,Low
Sugarcane,"Brown spots on leaves, Root rot",Rust,Low
Wheat,"White powder on leaves, Yellow leaves",Powdery Mildew,Low
Banana,"Yellow leaves, Wilting stems, Brown spots on leaves",Panama Disease,High
Tomato,"Fruit discoloration, Yellow leaves",Late Blight,Low
Groundnut,"Premature fruit drop, Yellow leaves",Leaf Spot,Low
Groundnut,Premature fruit drop,Rust,High
Grapes,"Premature fruit drop, Water-soaked patches",Downy Mildew,Critical
Sugarcane,"Yellow leaves, Wilting stems",Red Rot,High
Groundnut,"Premature fruit drop, Brown spots on leaves",Leaf Spot,Medium
Groundnut,"Premature fruit drop, Brown spots on leaves",Leaf Spot,Low
Rice,"Water-soaked patches, Yellow leaves",Bacterial Blight,Critical
Tomato,Leaf curl,Leaf Curl,High
Tomato,"Stunted growth, Yellow leaves",Leaf Curl,Medium
Cotton,"Premature fruit drop, Water-soaked patches",Bacterial Blight,High
Soybean,Stunted growth,Root Rot,Medium
Mango,"Fruit discoloration, Premature fruit drop, Black lesions",Anthracnose,Medium
Cotton,"Premature fruit drop, Black lesions",Bacterial Blight,Medium
Soybean,"Yellow leaves, Rusty orange pustules",Rust,Critical
Potato,Stunted growth,Black Scurf,High
Cotton,"Black lesions, Water-soaked patches",Bacterial Blight,Medium
Grapes,"White powder on leaves, Fruit discoloration, Stunted growth, Water-soaked patches",Powdery Mildew,High
Grapes,"Stunted growth, White powder on leaves, Fruit discoloration, Brown spots on leaves",Powdery Mildew,Low
Groundnut,"Rusty orange pustules, Black lesions",Rust,Critical
Banana,Premature fruit drop,Black Sigatoka,Medium
Banana,"Root rot, Wilting stems",Panama Disease,High
Potato,Black lesions,Black Scurf,Low
Banana,Wilting stems,Panama Disease,High
Rice,Yellow leaves,Brown Spot,Low
Wheat,Yellow leaves,Leaf Rust,Medium
Cotton,"Stunted growth, Yellow leaves, Root rot",Wilt,Low
Groundnut,"Premature fruit drop, Brown spots on leaves",Leaf Spot,Critical
Mango,"Premature fruit drop, Fruit discoloration",Anthracnose,Medium
Banana,Yellow leaves,Panama Disease,High
Banana,"Root rot, Yellow leaves",Panama Disease,Low
Rice,"Water-soaked patches, Yellow leaves",Bacterial Blight,Critical
Rice,"Brown spots on leaves, Stunted growth, Black lesions, Leaf curl",Blast,Low
Tomato,"Yellow leaves, Leaf curl",Leaf Curl,High
Cotton,"Premature fruit drop, Black lesions, Root rot",Bacterial Blight,Critical
Wheat,Yellow leaves,Powdery Mildew,Low
Banana,"Root rot, Wilting stems",Panama Disease,Low
Wheat,"Yellow leaves, Stunted growth",Root Rot,Low
Grapes,"Stunted growth, Fruit discoloration",Powdery Mildew,Medium
Grapes,"White powder on leaves, Fruit discoloration, Stunted growth",Powdery Mildew,High
Tomato,Yellow leaves,Early Blight,Critical
Maize,"Black lesions, Yellow leaves",Leaf Blight,High
Rice,"Brown spots on leaves, Yellow leaves",Brown Spot,Medium
Sugarcane,"Wilting stems, Yellow leaves",Red Rot,Medium
Mango,"Black lesions, Premature fruit drop, Fruit discoloration",Anthracnose,High
Cotton,Water-soaked patches,Bacterial Blight,Low
Mango,"Fruit discoloration, Black lesions, Premature fruit drop",Anthracnose,Critical
Soybean,Root rot,Root Rot,Low
Wheat,"Yellow leaves, Rusty orange pustules",Leaf Rust,Low
Potato,"Stunted growth, Black lesions",Black Scurf,Critical
Cotton,Water-soaked patches,Bacterial Blight,Critical
Potato,"Water-soaked patches, Wilting stems",Late Blight,Medium
Sugarcane,"Stunted growth, Root rot",Red Rot,High
Soybean,Yellow leaves,Rust,Critical
Rice,"Black lesions, Brown spots on leaves, Stunted growth, Fruit discoloration",Blast,Medium
Tomato,"Leaf curl, Yellow leaves, Stunted growth",Leaf Curl,Medium
Wheat,"Yellow leaves, Root rot, Stunted growth",Root Rot,Low
Soybean,"Root rot, Wilting stems, Stunted growth",Root Rot,Low
Soybean,Stunted growth,Root Rot,Low
Grapes,"Premature fruit drop, White powder on leaves, Yellow leaves",Downy Mildew,Low
Sugarcane,"Wilting stems, Yellow leaves, Stunted growth",Red Rot,Medium
Wheat,"Yellow leaves, Root rot",Root Rot,Critical
Maize,"Wilting stems, Black lesions",Leaf Blight,Medium
Maize,"Black lesions, Premature fruit drop",Leaf Blight,Medium
Mango,"White powder on leaves, Wilting stems",Powdery Mildew,Low
Potato,"Black lesions, Wilting stems",Late Blight,Medium
Grapes,"Stunted growth, White powder on leaves, Fruit discoloration",Powdery Mildew,High
Mango,"Black lesions, Premature fruit drop, Fruit discoloration, White powder on leaves",Anthracnose,Low
Potato,Black lesions,Black Scurf,Medium
Grapes,"White powder on leaves, Yellow leaves",Downy Mildew,Low
Tomato,"Water-soaked patches, Fruit discoloration, Black lesions",Late Blight,Critical
Cotton,"Black lesions, Premature fruit drop",Bacterial Blight,Low
Cotton,"Black lesions, Premature fruit drop",Bacterial Blight,Low
Mango,Black lesions,Anthracnose,Medium
Mango,"Premature fruit drop, Black lesions",Anthracnose,Critical
Mango,Premature fruit drop,Anthracnose,Medium
Wheat,"White powder on leaves, Yellow leaves, Fruit discoloration",Powdery Mildew,Critical
Maize,Rusty orange pustules,Common Rust,Critical
Groundnut,"Brown spots on leaves, Yellow leaves, Premature fruit drop",Leaf Spot,High
Sugarcane,"Rusty orange pustules, Brown spots on leaves",Rust,Critical
Maize,"Brown spots on leaves, Rusty orange pustules, Water-soaked patches",Common Rust,High
Potato,Yellow leaves,Early Blight,Critical
Tomato,"Yellow leaves, Leaf curl",Leaf Curl,Critical
Cotton,"Premature fruit drop, Black lesions",Bacterial Blight,Medium
Maize,"Rusty orange pustules, Brown spots on leaves",Common Rust,Low
Wheat,Yellow leaves,Leaf Rust,Critical
Banana,"Wilting stems, Root rot, Yellow leaves",Panama Disease,Low
Banana,"Root rot, Wilting stems, Yellow leaves",Panama Disease,Critical
Maize,"Rusty orange pustules, Brown spots on leaves",Common Rust,Medium
Soybean,Root rot,Root Rot,High
Groundnut,"Premature fruit drop, Brown spots on leaves",Leaf Spot,Medium
Tomato,"Brown spots on leaves, Premature fruit drop",Early Blight,Medium
Wheat,"Yellow leaves, White powder on leaves, Root rot",Powdery Mildew,High
Groundnut,"Premature fruit drop, Rusty orange pustules",Rust,Critical
Mango,"White powder on leaves, Fruit discoloration",Powdery Mildew,Critical
Cotton,"Yellow leaves, Stunted growth",Wilt,Critical
Wheat,"Yellow leaves, White powder on leaves",Leaf Rust,High
Potato,Brown spots on leaves,Early Blight,High
Soybean,"Rusty orange pustules, Yellow leaves",Rust,High
Cotton,"Yellow leaves, Stunted growth",Wilt,Medium
Rice,"Water-soaked patches, Yellow leaves",Bacterial Blight,Low
Potato,"Water-soaked patches, Black lesions, Stunted growth",Late Blight,Medium
Tomato,"Brown spots on leaves, Yellow leaves",Early Blight,High
Tomato,Stunted growth,Leaf Curl,Medium
Banana,Black lesions,Black Sigatoka,Low
Rice,"Brown spots on leaves, Black lesions, Stunted growth",Blast,High
Maize,Rusty orange pustules,Common Rust,Critical
Wheat,"Stunted growth, Root rot",Root Rot,High
Grapes,"Stunted growth, Fruit discoloration",Powdery Mildew,Critical
Rice,"Brown spots on leaves, Yellow leaves",Brown Spot,Low
Grapes,"Premature fruit drop, Yellow leaves",Downy Mildew,Critical
Groundnut,Premature fruit drop,Rust,High
Sugarcane,"Yellow leaves, Stunted growth",Red Rot,Low
Banana,"Root rot, Wilting stems, Yellow leaves",Panama Disease,Low
Rice,"Yellow leaves, Water-soaked patches, White powder on leaves",Bacterial Blight,Critical
Banana,"Yellow leaves, Root rot, Wilting stems",Panama Disease,Critical
Banana,"Wilting stems, Stunted growth",Panama Disease,Medium
Mango,Fruit discoloration,Anthracnose,Low
Groundnut,"Brown spots on leaves, Leaf curl",Leaf Spot,High
Cotton,"Black lesions, Water-soaked patches, Premature fruit drop",Bacterial Blight,Medium
Mango,"Fruit discoloration, Stunted growth",Powdery Mildew,High
Banana,Yellow leaves,Panama Disease,Critical
Tomato,"Leaf curl, Yellow leaves, Stunted growth",Leaf Curl,Critical
Grapes,"White powder on leaves, Stunted growth",Powdery Mildew,Critical
Wheat,"Root rot, Stunted growth",Root Rot,Low
Soybean,Stunted growth,Root Rot,Critical
Wheat,Root rot,Root Rot,Low
Rice,Water-soaked patches,Bacterial Blight,High
Banana,"Root rot, Yellow leaves, Wilting stems",Panama Disease,Critical
Banana,"Brown spots on leaves, Premature fruit drop, Black lesions",Black Sigatoka,High
Groundnut,Rusty orange pustules,Rust,Medium
Grapes,White powder on leaves,Powdery Mildew,Low
Banana,"Wilting stems, Root rot, Yellow leaves",Panama Disease,Medium
Grapes,Stunted growth,Powdery Mildew,Critical
Rice,Yellow leaves,Bacterial Blight,High
Tomato,"Water-soaked patches, Black lesions, Fruit discoloration",Late Blight,Critical
Tomato,"Brown spots on leaves, Premature fruit drop, Yellow leaves",Early Blight,Critical
Potato,Water-soaked patches,Late Blight,High
Tomato,"Leaf curl, Stunted growth, Brown spots on leaves",Leaf Curl,Medium
Sugarcane,"Stunted growth, Wilting stems",Red Rot,High
Banana,Premature fruit drop,Black Sigatoka,Critical
Banana,"Black lesions, Brown spots on leaves",Black Sigatoka,Critical
Rice,"Wilting stems, Water-soaked patches",Bacterial Blight,Low
Cotton,"Premature fruit drop, Black lesions, Rusty orange pustules",Bacterial Blight,High
Cotton,"Wilting stems, Stunted growth",Wilt,Critical
Mango,"Fruit discoloration, Premature fruit drop, Black lesions",Anthracnose,Medium
Rice,"Water-soaked patches, Wilting stems",Bacterial Blight,Critical
Maize,"Brown spots on leaves, Rusty orange pustules",Common Rust,Low
Maize,Black lesions,Leaf Blight,Critical
Mango,"Fruit discoloration, White powder on leaves, Water-soaked patches",Powdery Mildew,Critical
Tomato,Yellow leaves,Early Blight,Critical
Tomato,"Brown spots on leaves, Premature fruit drop, Yellow leaves",Early Blight,Low
Groundnut,"Premature fruit drop, Rusty orange pustules",Rust,Medium
Banana,Black lesions,Black Sigatoka,Critical
Cotton,Wilting stems,Wilt,High
Maize,"Rusty orange pustules, Brown spots on leaves",Common Rust,Low
Cotton,"Black lesions, Premature fruit drop",Bacterial Blight,High
Mango,"Fruit discoloration, White powder on leaves",Powdery Mildew,Low
Maize,"Wilting stems, Yellow leaves, Black lesions",Leaf Blight,Critical
Groundnut,"Premature fruit drop, Rusty orange pustules",Rust,Low
Sugarcane,"Yellow leaves, Stunted growth",Red Rot,Low
Potato,Brown spots on leaves,Early Blight,High
Cotton,"Water-soaked patches, Premature fruit drop",Bacterial Blight,Critical
Potato,"Black lesions, Stunted growth",Black Scurf,Low
Banana,Premature fruit drop,Black Sigatoka,Medium
Cotton,Premature fruit drop,Bacterial Blight,Critical
Grapes,Fruit discoloration,Powdery Mildew,Medium
Soybean,"Yellow leaves, Rusty orange pustules",Rust,Medium
Wheat,"Yellow leaves, Rusty orange pustules",Leaf Rust,High
Sugarcane,Brown spots on leaves,Rust,High
Potato,Stunted growth,Black Scurf,Low
Potato,Stunted growth,Black Scurf,Medium
Mango,"Fruit discoloration, Premature fruit drop, Black lesions",Anthracnose,High
Sugarcane,"Rusty orange pustules, Yellow leaves",Rust,High
Soybean,Stunted growth,Root Rot,Medium
Mango,White powder on leaves,Powdery Mildew,Low
Mango,White powder on leaves,Powdery Mildew,Low
Groundnut,"Yellow leaves, Premature fruit drop",Leaf Spot,High
Tomato,"Fruit discoloration, Black lesions, Water-soaked patches",Late Blight,Medium
Maize,"Rusty orange pustules, Black lesions",Common Rust,Critical
Potato,Brown spots on leaves,Early Blight,Medium
Mango,Black lesions,Anthracnose,High
Wheat,White powder on leaves,Powdery Mildew,Critical
Cotton,"Stunted growth, Yellow leaves",Wilt,High
Banana,Premature fruit drop,Black Sigatoka,Low
Mango,Fruit discoloration,Anthracnose,High
Tomato,"Black lesions, Fruit discoloration, Water-soaked patches",Late Blight,Low
Tomato,"Stunted growth, Leaf curl, Yellow leaves",Leaf Curl,Medium
Tomato,Fruit discoloration,Late Blight,Low
Tomato,"Yellow leaves, Premature fruit drop",Early Blight,Critical
Tomato,Leaf curl,Leaf Curl,Critical
Grapes,"Premature fruit drop, White powder on leaves, Yellow leaves, Leaf curl",Downy Mildew,Medium
Mango,"White powder on leaves, Fruit discoloration",Powdery Mildew,Low
Banana,"Brown spots on leaves, Black lesions",Black Sigatoka,Medium
Rice,"Wilting stems, Black lesions",Bacterial Blight,High
Rice,Yellow leaves,Brown Spot,High
Maize,"Yellow leaves, Black lesions",Leaf Blight,Medium
Soybean,"Rusty orange pustules, Premature fruit drop, Yellow leaves, Root rot",Rust,Critical
Mango,Black lesions,Anthracnose,Medium
Rice,Yellow leaves,Brown Spot,Critical
Wheat,"Root rot, Stunted growth, Yellow leaves",Root Rot,Low
Groundnut,Premature fruit drop,Rust,High
Cotton,"Water-soaked patches, Premature fruit drop, Black lesions",Bacterial Blight,Medium
Rice,Brown spots on leaves,Brown Spot,High
Groundnut,Brown spots on leaves,Leaf Spot,Medium
Rice,"Yellow leaves, Brown spots on leaves",Brown Spot,Low
Wheat,Rusty orange pustules,Leaf Rust,Medium
Potato,"Water-soaked patches, Black lesions",Late Blight,Critical
Potato,"Black lesions, Stunted growth",Black Scurf,Critical
Cotton,"Wilting stems, Stunted growth",Wilt,Low
Sugarcane,Brown spots on leaves,Rust,Critical
Banana,"Root rot, Yellow leaves",Panama Disease,High
Mango,"Premature fruit drop, Fruit discoloration, Black lesions",Anthracnose,High
Grapes,"Premature fruit drop, Yellow leaves, White powder on leaves",Downy Mildew,Medium
Groundnut,"Brown spots on leaves, Wilting stems",Leaf Spot,Low
Wheat,"Yellow leaves, Root rot",Root Rot,High
Grapes,"Premature fruit drop, Yellow leaves, White powder on leaves",Downy Mildew,Low
Groundnut,Rusty orange pustules,Rust,High
Wheat,"Yellow leaves, Stunted growth, Root rot",Root Rot,High
Grapes,"White powder on leaves, Stunted growth",Powdery Mildew,Critical
Sugarcane,Rusty orange pustules,Rust,Medium
Maize,"Brown spots on leaves, Rusty orange pustules, Leaf curl",Common Rust,Medium
Sugarcane,"Brown spots on leaves, Rusty orange pustules",Rust,Low
Grapes,Fruit discoloration,Powdery Mildew,Critical
Rice,"Yellow leaves, Wilting stems, Water-soaked patches, Premature fruit drop",Bacterial Blight,Low
Maize,"Brown spots on leaves, Rusty orange pustules, Root rot",Common Rust,Medium
